,Country,Year,source,target,value,real deaths
419,Benin,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.29556650246305416,1.2
420,Benin,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.536945812807882,10.3
421,Benin,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.3448275862068965,1.4
422,Benin,2000,Noncommunicable diseases,Malignant neoplasms,0.7881773399014779,3.2
424,Benin,2000,Noncommunicable diseases,Diabetes mellitus,0.270935960591133,1.1
425,Benin,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.270935960591133,1.1
426,Benin,2000,Noncommunicable diseases,Mental and substance use disorders,0.024630541871921183,0.1
427,Benin,2000,Noncommunicable diseases,Neurological conditions,0.19704433497536947,0.8
428,Benin,2000,Noncommunicable diseases,Cardiovascular diseases,2.315270935960591,9.4
429,Benin,2000,Noncommunicable diseases,Respiratory diseases,0.4187192118226601,1.7
430,Benin,2000,Noncommunicable diseases,Digestive diseases,0.7881773399014779,3.2
431,Benin,2000,Noncommunicable diseases,Genitourinary diseases,0.3448275862068965,1.4
432,Benin,2000,Noncommunicable diseases,Skin diseases,0.024630541871921183,0.1
434,Benin,2000,Noncommunicable diseases,Congenital anomalies,0.3448275862068965,1.4
435,Benin,2000,Noncommunicable diseases,Sudden infant death syndrome,0.024630541871921183,0.1
436,Benin,2000,Injuries,Unintentional injuries,1.1822660098522166,4.8
437,Benin,2000,Injuries,Intentional injuries,0.270935960591133,1.1
438,Bhutan,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",8.0,1.6
439,Bhutan,2000,All Causes,Noncommunicable diseases,9.5,1.9
440,Bhutan,2000,All Causes,Injuries,2.5,0.5
441,Bhutan,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,4.0,0.8
442,Bhutan,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.0,0.4
444,Bhutan,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.0,0.4
446,Bhutan,2000,Noncommunicable diseases,Malignant neoplasms,1.5,0.3
448,Bhutan,2000,Noncommunicable diseases,Diabetes mellitus,0.5,0.1
451,Bhutan,2000,Noncommunicable diseases,Neurological conditions,0.5,0.1
452,Bhutan,2000,Noncommunicable diseases,Cardiovascular diseases,3.5,0.7
453,Bhutan,2000,Noncommunicable diseases,Respiratory diseases,2.0,0.4
454,Bhutan,2000,Noncommunicable diseases,Digestive diseases,1.0,0.2
455,Bhutan,2000,Noncommunicable diseases,Genitourinary diseases,0.5,0.1
458,Bhutan,2000,Noncommunicable diseases,Congenital anomalies,0.5,0.1
460,Bhutan,2000,Injuries,Unintentional injuries,2.0,0.4
462,Bolivia,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",7.65321375186846,25.6
463,Bolivia,2000,All Causes,Noncommunicable diseases,10.642750373692076,35.6
464,Bolivia,2000,All Causes,Injuries,1.7040358744394617,5.7
465,Bolivia,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,2.8656716417910455,9.6
466,Bolivia,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.268656716417911,7.6
467,Bolivia,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.14925373134328362,0.5
468,Bolivia,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.9701492537313436,6.6
469,Bolivia,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.38805970149253743,1.3
470,Bolivia,2000,Noncommunicable diseases,Malignant neoplasms,1.761194029850747,5.9
472,Bolivia,2000,Noncommunicable diseases,Diabetes mellitus,0.7462686567164181,2.5
473,Bolivia,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.08955223880597017,0.3
474,Bolivia,2000,Noncommunicable diseases,Mental and substance use disorders,0.14925373134328362,0.5
475,Bolivia,2000,Noncommunicable diseases,Neurological conditions,0.4477611940298509,1.5
476,Bolivia,2000,Noncommunicable diseases,Cardiovascular diseases,3.7313432835820906,12.5
477,Bolivia,2000,Noncommunicable diseases,Respiratory diseases,0.8358208955223883,2.8
478,Bolivia,2000,Noncommunicable diseases,Digestive diseases,1.4626865671641796,4.9
479,Bolivia,2000,Noncommunicable diseases,Genitourinary diseases,0.8358208955223883,2.8
481,Bolivia,2000,Noncommunicable diseases,Musculoskeletal diseases,0.029850746268656726,0.1
482,Bolivia,2000,Noncommunicable diseases,Congenital anomalies,0.5373134328358211,1.8
483,Bolivia,2000,Noncommunicable diseases,Sudden infant death syndrome,0.029850746268656726,0.1
484,Bolivia,2000,Injuries,Unintentional injuries,1.3432835820895526,4.5
485,Bolivia,2000,Injuries,Intentional injuries,0.3582089552238807,1.2
486,Bosnia and Herzegovina,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.6338028169014085,0.9
487,Bosnia and Herzegovina,2000,All Causes,Noncommunicable diseases,18.098591549295776,25.7
488,Bosnia and Herzegovina,2000,All Causes,Injuries,1.267605633802817,1.8
489,Bosnia and Herzegovina,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.21276595744680848,0.3
490,Bosnia and Herzegovina,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.2836879432624113,0.4
492,Bosnia and Herzegovina,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.14184397163120566,0.2
494,Bosnia and Herzegovina,2000,Noncommunicable diseases,Malignant neoplasms,4.184397163120567,5.9
496,Bosnia and Herzegovina,2000,Noncommunicable diseases,Diabetes mellitus,0.6382978723404255,0.9
498,Bosnia and Herzegovina,2000,Noncommunicable diseases,Mental and substance use disorders,0.14184397163120566,0.2
499,Bosnia and Herzegovina,2000,Noncommunicable diseases,Neurological conditions,0.7092198581560283,1.0
500,Bosnia and Herzegovina,2000,Noncommunicable diseases,Cardiovascular diseases,10.425531914893615,14.7
501,Bosnia and Herzegovina,2000,Noncommunicable diseases,Respiratory diseases,0.7801418439716312,1.1
502,Bosnia and Herzegovina,2000,Noncommunicable diseases,Digestive diseases,0.8510638297872339,1.2
503,Bosnia and Herzegovina,2000,Noncommunicable diseases,Genitourinary diseases,0.35460992907801414,0.5
506,Bosnia and Herzegovina,2000,Noncommunicable diseases,Congenital anomalies,0.07092198581560283,0.1
508,Bosnia and Herzegovina,2000,Injuries,Unintentional injuries,0.9219858156028368,1.3
509,Bosnia and Herzegovina,2000,Injuries,Intentional injuries,0.2836879432624113,0.4
510,Botswana,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",13.194444444444445,19.0
511,Botswana,2000,All Causes,Noncommunicable diseases,5.347222222222222,7.7
512,Botswana,2000,All Causes,Injuries,1.4583333333333333,2.1
513,Botswana,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,11.448275862068966,16.6
514,Botswana,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.2413793103448274,1.8
515,Botswana,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.13793103448275862,0.2
516,Botswana,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2068965517241379,0.3
517,Botswana,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.13793103448275862,0.2
518,Botswana,2000,Noncommunicable diseases,Malignant neoplasms,0.4827586206896551,0.7
520,Botswana,2000,Noncommunicable diseases,Diabetes mellitus,0.5517241379310345,0.8
521,Botswana,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.06896551724137931,0.1
522,Botswana,2000,Noncommunicable diseases,Mental and substance use disorders,0.06896551724137931,0.1
523,Botswana,2000,Noncommunicable diseases,Neurological conditions,0.13793103448275862,0.2
524,Botswana,2000,Noncommunicable diseases,Cardiovascular diseases,2.3448275862068964,3.4
525,Botswana,2000,Noncommunicable diseases,Respiratory diseases,0.6206896551724137,0.9
526,Botswana,2000,Noncommunicable diseases,Digestive diseases,0.7586206896551724,1.1
527,Botswana,2000,Noncommunicable diseases,Genitourinary diseases,0.27586206896551724,0.4
530,Botswana,2000,Noncommunicable diseases,Congenital anomalies,0.06896551724137931,0.1
532,Botswana,2000,Injuries,Unintentional injuries,0.8965517241379309,1.3
533,Botswana,2000,Injuries,Intentional injuries,0.5517241379310345,0.8
534,Brazil,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.601694915254238,178.5
535,Brazil,2000,All Causes,Noncommunicable diseases,13.82768361581921,685.3
536,Brazil,2000,All Causes,Injuries,2.570621468926554,127.4
537,Brazil,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.2312039559995966,61.0
538,Brazil,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.9304672519931377,46.1
539,Brazil,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.04238570996064185,2.1
540,Brazil,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.1201937632455345,55.5
541,Brazil,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.27651629831466346,13.7
542,Brazil,2000,Noncommunicable diseases,Malignant neoplasms,2.872136441618731,142.3
543,Brazil,2000,Noncommunicable diseases,Other neoplasms,0.03229387425572713,1.6
544,Brazil,2000,Noncommunicable diseases,Diabetes mellitus,0.7145019679079626,35.4
545,Brazil,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.19578161267534566,9.7
546,Brazil,2000,Noncommunicable diseases,Mental and substance use disorders,0.14128569986880615,7.0
547,Brazil,2000,Noncommunicable diseases,Neurological conditions,0.2401856897769705,11.9
549,Brazil,2000,Noncommunicable diseases,Cardiovascular diseases,6.067211625794734,300.6
550,Brazil,2000,Noncommunicable diseases,Respiratory diseases,1.5702896356847313,77.8
551,Brazil,2000,Noncommunicable diseases,Digestive diseases,1.027348874760319,50.9
552,Brazil,2000,Noncommunicable diseases,Genitourinary diseases,0.47027954384902626,23.3
553,Brazil,2000,Noncommunicable diseases,Skin diseases,0.04238570996064185,2.1
554,Brazil,2000,Noncommunicable diseases,Musculoskeletal diseases,0.056514279947522464,2.8
555,Brazil,2000,Noncommunicable diseases,Congenital anomalies,0.3915632253506913,19.4
558,Brazil,2000,Injuries,Unintentional injuries,1.2877182359471189,63.8
559,Brazil,2000,Injuries,Intentional injuries,1.2816631345241702,63.5
560,Brunei Darussalam,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.8181818181818181,0.1
561,Brunei Darussalam,2000,All Causes,Noncommunicable diseases,16.363636363636363,0.9
562,Brunei Darussalam,2000,All Causes,Injuries,1.8181818181818181,0.1
568,Brunei Darussalam,2000,Noncommunicable diseases,Malignant neoplasms,4.444444444444445,0.2
570,Brunei Darussalam,2000,Noncommunicable diseases,Diabetes mellitus,2.2222222222222223,0.1
574,Brunei Darussalam,2000,Noncommunicable diseases,Cardiovascular diseases,6.666666666666666,0.3
575,Brunei Darussalam,2000,Noncommunicable diseases,Respiratory diseases,2.2222222222222223,0.1
577,Brunei Darussalam,2000,Noncommunicable diseases,Genitourinary diseases,2.2222222222222223,0.1
582,Brunei Darussalam,2000,Injuries,Unintentional injuries,2.2222222222222223,0.1
584,Bulgaria,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.6412478336221836,3.7
585,Bulgaria,2000,All Causes,Noncommunicable diseases,18.578856152512998,107.2
586,Bulgaria,2000,All Causes,Injuries,0.7798960138648179,4.5
587,Bulgaria,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.13876843018213356,0.8
588,Bulgaria,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.4336513443191674,2.5
590,Bulgaria,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.05203816131830009,0.3
592,Bulgaria,2000,Noncommunicable diseases,Malignant neoplasms,2.740676496097138,15.8
594,Bulgaria,2000,Noncommunicable diseases,Diabetes mellitus,0.3295750216825672,1.9
596,Bulgaria,2000,Noncommunicable diseases,Mental and substance use disorders,0.03469210754553339,0.2
597,Bulgaria,2000,Noncommunicable diseases,Neurological conditions,0.13876843018213356,0.8
599,Bulgaria,2000,Noncommunicable diseases,Cardiovascular diseases,13.824804856895057,79.7
600,Bulgaria,2000,Noncommunicable diseases,Respiratory diseases,0.6418039895923677,3.7
601,Bulgaria,2000,Noncommunicable diseases,Digestive diseases,0.5377276669557676,3.1
602,Bulgaria,2000,Noncommunicable diseases,Genitourinary diseases,0.22549869904596703,1.3
605,Bulgaria,2000,Noncommunicable diseases,Congenital anomalies,0.05203816131830009,0.3
608,Bulgaria,2000,Injuries,Unintentional injuries,0.48568950563746743,2.8
609,Bulgaria,2000,Injuries,Intentional injuries,0.31222896790980054,1.8
610,Burkina Faso,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",14.619532654284003,122.0
611,Burkina Faso,2000,All Causes,Noncommunicable diseases,4.230077890952666,35.3
612,Burkina Faso,2000,All Causes,Injuries,1.1503894547633313,9.6
613,Burkina Faso,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,9.928143712574851,82.9
614,Burkina Faso,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.8562874251497006,15.5
615,Burkina Faso,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.2634730538922156,2.2
616,Burkina Faso,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.227544910179641,18.6
617,Burkina Faso,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.33532934131736525,2.8
618,Burkina Faso,2000,Noncommunicable diseases,Malignant neoplasms,0.6347305389221557,5.3
620,Burkina Faso,2000,Noncommunicable diseases,Diabetes mellitus,0.2155688622754491,1.8
621,Burkina Faso,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.41916167664670656,3.5
622,Burkina Faso,2000,Noncommunicable diseases,Mental and substance use disorders,0.023952095808383235,0.2
623,Burkina Faso,2000,Noncommunicable diseases,Neurological conditions,0.1317365269461078,1.1
624,Burkina Faso,2000,Noncommunicable diseases,Cardiovascular diseases,1.4850299401197604,12.4
625,Burkina Faso,2000,Noncommunicable diseases,Respiratory diseases,0.2275449101796407,1.9
626,Burkina Faso,2000,Noncommunicable diseases,Digestive diseases,0.5748502994011976,4.8
627,Burkina Faso,2000,Noncommunicable diseases,Genitourinary diseases,0.25149700598802394,2.1
630,Burkina Faso,2000,Noncommunicable diseases,Congenital anomalies,0.2634730538922156,2.2
632,Burkina Faso,2000,Injuries,Unintentional injuries,0.874251497005988,7.3
633,Burkina Faso,2000,Injuries,Intentional injuries,0.2634730538922156,2.2
634,Burundi,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",12.56387665198238,71.3
635,Burundi,2000,All Causes,Noncommunicable diseases,3.982378854625551,22.6
636,Burundi,2000,All Causes,Injuries,3.453744493392071,19.6
637,Burundi,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,7.940140845070425,45.1
638,Burundi,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.8309859154929582,10.4
639,Burundi,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.7570422535211269,4.3
