,Country,Year,source,target,value
402,Belize,2000,All Causes,Injuries,0.2
404,Belize,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.1
405,Belize,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.1
406,Belize,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
407,Belize,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1
408,Belize,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
410,Belize,2000,Noncommunicable diseases,Malignant neoplasms,0.1
411,Belize,2000,Noncommunicable diseases,Other neoplasms,0.0
412,Belize,2000,Noncommunicable diseases,Diabetes mellitus,0.1
413,Belize,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
414,Belize,2000,Noncommunicable diseases,Mental and substance use disorders,0.0
415,Belize,2000,Noncommunicable diseases,Neurological conditions,0.0
416,Belize,2000,Noncommunicable diseases,Sense organ diseases,0.0
417,Belize,2000,Noncommunicable diseases,Cardiovascular diseases,0.3
418,Belize,2000,Noncommunicable diseases,Respiratory diseases,0.0
419,Belize,2000,Noncommunicable diseases,Digestive diseases,0.1
420,Belize,2000,Noncommunicable diseases,Genitourinary diseases,0.1
421,Belize,2000,Noncommunicable diseases,Skin diseases,0.0
422,Belize,2000,Noncommunicable diseases,Musculoskeletal diseases,0.0
423,Belize,2000,Noncommunicable diseases,Congenital anomalies,0.0
424,Belize,2000,Noncommunicable diseases,Oral conditions,0.0
425,Benin,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",51.7
426,Benin,2000,All Causes,Noncommunicable diseases,23.8
427,Benin,2000,All Causes,Injuries,5.9
429,Benin,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,29.0
430,Benin,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,9.8
431,Benin,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,1.2
432,Benin,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,10.3
433,Benin,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,1.4
435,Benin,2000,Noncommunicable diseases,Malignant neoplasms,3.2
436,Benin,2000,Noncommunicable diseases,Other neoplasms,0.0
437,Benin,2000,Noncommunicable diseases,Diabetes mellitus,1.1
438,Benin,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",1.1
439,Benin,2000,Noncommunicable diseases,Mental and substance use disorders,0.1
440,Benin,2000,Noncommunicable diseases,Neurological conditions,0.8
441,Benin,2000,Noncommunicable diseases,Sense organ diseases,0.0
442,Benin,2000,Noncommunicable diseases,Cardiovascular diseases,9.4
443,Benin,2000,Noncommunicable diseases,Respiratory diseases,1.7
444,Benin,2000,Noncommunicable diseases,Digestive diseases,3.2
445,Benin,2000,Noncommunicable diseases,Genitourinary diseases,1.4
446,Benin,2000,Noncommunicable diseases,Skin diseases,0.1
447,Benin,2000,Noncommunicable diseases,Musculoskeletal diseases,0.0
448,Benin,2000,Noncommunicable diseases,Congenital anomalies,1.4
449,Benin,2000,Noncommunicable diseases,Oral conditions,0.0
450,Bhutan,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.6
451,Bhutan,2000,All Causes,Noncommunicable diseases,1.9
452,Bhutan,2000,All Causes,Injuries,0.5
454,Bhutan,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.8
455,Bhutan,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.4
456,Bhutan,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
457,Bhutan,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.4
458,Bhutan,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
460,Bhutan,2000,Noncommunicable diseases,Malignant neoplasms,0.3
461,Bhutan,2000,Noncommunicable diseases,Other neoplasms,0.0
462,Bhutan,2000,Noncommunicable diseases,Diabetes mellitus,0.1
463,Bhutan,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
464,Bhutan,2000,Noncommunicable diseases,Mental and substance use disorders,0.0
465,Bhutan,2000,Noncommunicable diseases,Neurological conditions,0.1
466,Bhutan,2000,Noncommunicable diseases,Sense organ diseases,0.0
467,Bhutan,2000,Noncommunicable diseases,Cardiovascular diseases,0.7
468,Bhutan,2000,Noncommunicable diseases,Respiratory diseases,0.4
469,Bhutan,2000,Noncommunicable diseases,Digestive diseases,0.2
470,Bhutan,2000,Noncommunicable diseases,Genitourinary diseases,0.1
471,Bhutan,2000,Noncommunicable diseases,Skin diseases,0.0
472,Bhutan,2000,Noncommunicable diseases,Musculoskeletal diseases,0.0
473,Bhutan,2000,Noncommunicable diseases,Congenital anomalies,0.1
474,Bhutan,2000,Noncommunicable diseases,Oral conditions,0.0
475,Bolivia (Plurinational State of),2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",25.6
476,Bolivia (Plurinational State of),2000,All Causes,Noncommunicable diseases,35.6
477,Bolivia (Plurinational State of),2000,All Causes,Injuries,5.7
479,Bolivia (Plurinational State of),2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,9.6
480,Bolivia (Plurinational State of),2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,7.6
481,Bolivia (Plurinational State of),2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.5
482,Bolivia (Plurinational State of),2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,6.6
483,Bolivia (Plurinational State of),2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,1.3
485,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Malignant neoplasms,5.9
486,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Other neoplasms,0.0
487,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Diabetes mellitus,2.5
488,Bolivia (Plurinational State of),2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.3
489,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Mental and substance use disorders,0.5
490,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Neurological conditions,1.5
491,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Sense organ diseases,0.0
492,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Cardiovascular diseases,12.5
493,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Respiratory diseases,2.8
494,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Digestive diseases,4.9
495,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Genitourinary diseases,2.8
496,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Skin diseases,0.0
497,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Musculoskeletal diseases,0.1
498,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Congenital anomalies,1.8
499,Bolivia (Plurinational State of),2000,Noncommunicable diseases,Oral conditions,0.0
500,Bosnia and Herzegovina,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.9
501,Bosnia and Herzegovina,2000,All Causes,Noncommunicable diseases,25.7
502,Bosnia and Herzegovina,2000,All Causes,Injuries,1.8
504,Bosnia and Herzegovina,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.3
505,Bosnia and Herzegovina,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.4
506,Bosnia and Herzegovina,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
507,Bosnia and Herzegovina,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
508,Bosnia and Herzegovina,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
510,Bosnia and Herzegovina,2000,Noncommunicable diseases,Malignant neoplasms,5.9
511,Bosnia and Herzegovina,2000,Noncommunicable diseases,Other neoplasms,0.0
512,Bosnia and Herzegovina,2000,Noncommunicable diseases,Diabetes mellitus,0.9
513,Bosnia and Herzegovina,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
514,Bosnia and Herzegovina,2000,Noncommunicable diseases,Mental and substance use disorders,0.2
515,Bosnia and Herzegovina,2000,Noncommunicable diseases,Neurological conditions,1.0
516,Bosnia and Herzegovina,2000,Noncommunicable diseases,Sense organ diseases,0.0
517,Bosnia and Herzegovina,2000,Noncommunicable diseases,Cardiovascular diseases,14.7
518,Bosnia and Herzegovina,2000,Noncommunicable diseases,Respiratory diseases,1.1
519,Bosnia and Herzegovina,2000,Noncommunicable diseases,Digestive diseases,1.2
520,Bosnia and Herzegovina,2000,Noncommunicable diseases,Genitourinary diseases,0.5
521,Bosnia and Herzegovina,2000,Noncommunicable diseases,Skin diseases,0.0
522,Bosnia and Herzegovina,2000,Noncommunicable diseases,Musculoskeletal diseases,0.0
523,Bosnia and Herzegovina,2000,Noncommunicable diseases,Congenital anomalies,0.1
524,Bosnia and Herzegovina,2000,Noncommunicable diseases,Oral conditions,0.0
525,Botswana,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",19.0
526,Botswana,2000,All Causes,Noncommunicable diseases,7.7
527,Botswana,2000,All Causes,Injuries,2.1
529,Botswana,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,16.6
530,Botswana,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.8
531,Botswana,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.2
532,Botswana,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.3
533,Botswana,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2
535,Botswana,2000,Noncommunicable diseases,Malignant neoplasms,0.7
536,Botswana,2000,Noncommunicable diseases,Other neoplasms,0.0
537,Botswana,2000,Noncommunicable diseases,Diabetes mellitus,0.8
538,Botswana,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
539,Botswana,2000,Noncommunicable diseases,Mental and substance use disorders,0.1
540,Botswana,2000,Noncommunicable diseases,Neurological conditions,0.2
541,Botswana,2000,Noncommunicable diseases,Sense organ diseases,0.0
542,Botswana,2000,Noncommunicable diseases,Cardiovascular diseases,3.4
543,Botswana,2000,Noncommunicable diseases,Respiratory diseases,0.9
544,Botswana,2000,Noncommunicable diseases,Digestive diseases,1.1
545,Botswana,2000,Noncommunicable diseases,Genitourinary diseases,0.4
546,Botswana,2000,Noncommunicable diseases,Skin diseases,0.0
547,Botswana,2000,Noncommunicable diseases,Musculoskeletal diseases,0.0
548,Botswana,2000,Noncommunicable diseases,Congenital anomalies,0.1
549,Botswana,2000,Noncommunicable diseases,Oral conditions,0.0
550,Brazil,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",178.5
551,Brazil,2000,All Causes,Noncommunicable diseases,685.3
552,Brazil,2000,All Causes,Injuries,127.4
554,Brazil,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,61.0
555,Brazil,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,46.1
556,Brazil,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,2.1
557,Brazil,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,55.5
558,Brazil,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,13.7
560,Brazil,2000,Noncommunicable diseases,Malignant neoplasms,142.3
561,Brazil,2000,Noncommunicable diseases,Other neoplasms,1.6
562,Brazil,2000,Noncommunicable diseases,Diabetes mellitus,35.4
563,Brazil,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",9.7
564,Brazil,2000,Noncommunicable diseases,Mental and substance use disorders,7.0
565,Brazil,2000,Noncommunicable diseases,Neurological conditions,11.9
566,Brazil,2000,Noncommunicable diseases,Sense organ diseases,0.0
567,Brazil,2000,Noncommunicable diseases,Cardiovascular diseases,300.6
568,Brazil,2000,Noncommunicable diseases,Respiratory diseases,77.8
569,Brazil,2000,Noncommunicable diseases,Digestive diseases,50.9
570,Brazil,2000,Noncommunicable diseases,Genitourinary diseases,23.3
571,Brazil,2000,Noncommunicable diseases,Skin diseases,2.1
572,Brazil,2000,Noncommunicable diseases,Musculoskeletal diseases,2.8
573,Brazil,2000,Noncommunicable diseases,Congenital anomalies,19.4
574,Brazil,2000,Noncommunicable diseases,Oral conditions,0.0
575,Brunei Darussalam,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.1
576,Brunei Darussalam,2000,All Causes,Noncommunicable diseases,0.9
577,Brunei Darussalam,2000,All Causes,Injuries,0.1
579,Brunei Darussalam,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.0
580,Brunei Darussalam,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.0
581,Brunei Darussalam,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
582,Brunei Darussalam,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.0
583,Brunei Darussalam,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
585,Brunei Darussalam,2000,Noncommunicable diseases,Malignant neoplasms,0.2
586,Brunei Darussalam,2000,Noncommunicable diseases,Other neoplasms,0.0
587,Brunei Darussalam,2000,Noncommunicable diseases,Diabetes mellitus,0.1
588,Brunei Darussalam,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
589,Brunei Darussalam,2000,Noncommunicable diseases,Mental and substance use disorders,0.0
590,Brunei Darussalam,2000,Noncommunicable diseases,Neurological conditions,0.0
591,Brunei Darussalam,2000,Noncommunicable diseases,Sense organ diseases,0.0
592,Brunei Darussalam,2000,Noncommunicable diseases,Cardiovascular diseases,0.3
593,Brunei Darussalam,2000,Noncommunicable diseases,Respiratory diseases,0.1
594,Brunei Darussalam,2000,Noncommunicable diseases,Digestive diseases,0.0
595,Brunei Darussalam,2000,Noncommunicable diseases,Genitourinary diseases,0.1
596,Brunei Darussalam,2000,Noncommunicable diseases,Skin diseases,0.0
597,Brunei Darussalam,2000,Noncommunicable diseases,Musculoskeletal diseases,0.0
598,Brunei Darussalam,2000,Noncommunicable diseases,Congenital anomalies,0.0
599,Brunei Darussalam,2000,Noncommunicable diseases,Oral conditions,0.0
600,Bulgaria,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.7
601,Bulgaria,2000,All Causes,Noncommunicable diseases,107.2
602,Bulgaria,2000,All Causes,Injuries,4.5
604,Bulgaria,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.8
605,Bulgaria,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.5
606,Bulgaria,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
607,Bulgaria,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.3
608,Bulgaria,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
610,Bulgaria,2000,Noncommunicable diseases,Malignant neoplasms,15.8
611,Bulgaria,2000,Noncommunicable diseases,Other neoplasms,0.1
612,Bulgaria,2000,Noncommunicable diseases,Diabetes mellitus,1.9
613,Bulgaria,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
614,Bulgaria,2000,Noncommunicable diseases,Mental and substance use disorders,0.2
